date,close
2021-10-12,108.57
2021-10-13,108.529999
2021-10-14,108.910004
2021-10-15,109.330002
2021-10-18,107.43
2021-10-19,107.449997
2021-10-20,108.410004
2021-10-21,108.760002
2021-10-22,109.139999
2021-10-25,108.5
2021-10-26,109.489998
2021-10-27,108.400002
2021-10-28,109.669998
2021-10-29,114.669998
2021-11-01,114.809998
2021-11-02,116.529999
2021-11-03,117.57
2021-11-04,117.059998
2021-11-05,117.18
2021-11-08,116.059998
2021-11-09,115.610001
2021-11-10,116.75
2021-11-11,116.629997
2021-11-12,116.970001
2021-11-15,116.839996
2021-11-16,116.419998
2021-11-17,117.349998
2021-11-18,117.07
2021-11-19,116.239998
2021-11-22,115.650002
2021-11-23,118.879997
2021-11-24,118.660004
2021-11-26,116.510002
2021-11-29,116.889999
2021-11-30,115.279999
2021-12-01,115.910004
2021-12-02,116.870003
2021-12-03,118.849998
2021-12-06,121.349998
2021-12-07,121.510002
2021-12-08,121.870003
2021-12-09,124.150002
2021-12-10,125.470001
2021-12-13,126.510002
2021-12-14,127.290001
2021-12-15,130.229996
2021-12-16,131.779999
2021-12-17,129.529999
2021-12-20,130.860001
2021-12-21,129.949997
2021-12-22,132.050003
2021-12-23,133.089996
2021-12-27,134.410004
2021-12-28,134.389999
2021-12-29,135.360001
2021-12-30,135.929993
2021-12-31,135.399994
2022-01-03,135.419998
2022-01-04,135.160004
2022-01-05,135.869995
2022-01-06,135.229996
2022-01-07,134.880005
2022-01-10,136.389999
2022-01-11,136.970001
2022-01-12,137.289993
2022-01-13,133.520004
2022-01-14,135.869995
2022-01-18,136.779999
2022-01-19,135.210007
2022-01-20,133.029999
2022-01-21,131.979996
2022-01-24,132.160004
2022-01-25,133.089996
2022-01-26,134.229996
2022-01-27,135.970001
2022-01-28,137.919998
2022-01-31,136.889999
2022-02-01,137
2022-02-02,138.619995
2022-02-03,140.729996
2022-02-04,140.649994
2022-02-07,142.529999
2022-02-08,143.509995
2022-02-09,143.199997
2022-02-10,142.710007
2022-02-11,142.009995
2022-02-14,143
2022-02-15,144.759995
2022-02-16,145.869995
2022-02-17,144.970001
2022-02-18,144.029999
2022-02-22,145.559998
2022-02-23,146.759995
2022-02-24,145.270004
2022-02-25,149.539993
2022-02-28,147.770004
2022-03-01,147.690002
2022-03-02,149.570007
2022-03-03,150.410004
2022-03-04,150.559998
2022-03-07,149.449997
2022-03-08,147.149994
2022-03-09,148.839996
2022-03-10,149.169998
2022-03-11,149.059998
2022-03-14,152.100006
2022-03-15,155.880005
2022-03-16,156.050003
2022-03-17,158.589996
2022-03-18,159.199997
2022-03-21,160.050003
2022-03-22,160.009995
2022-03-23,158.419998
2022-03-24,160.279999
2022-03-25,161.330002
2022-03-28,161.970001
2022-03-29,162.179993
2022-03-30,163.75
2022-03-31,162.110001
2022-04-01,162.679993
2022-04-04,161.889999
2022-04-05,163.429993
2022-04-06,168.910004
2022-04-07,173.279999
2022-04-08,174.960007
2022-04-11,169.830002
2022-04-12,167.309998
2022-04-13,158.949997
2022-04-14,162.309998
2022-04-18,159.360001
2022-04-19,156.350006
2022-04-20,156.699997
2022-04-21,158.520004
2022-04-22,154.990005
2022-04-25,156.300003
2022-04-26,156.179993
2022-04-27,157.619995
2022-04-28,156.309998
2022-04-29,146.880005
2022-05-02,147.869995
2022-05-03,149.600006
2022-05-04,151.589996
2022-05-05,152.179993
2022-05-06,152.830002
2022-05-09,150.960007
2022-05-10,152.089996
2022-05-11,151.960007
2022-05-12,154.289993
2022-05-13,153.5
2022-05-16,155.470001
2022-05-17,154.779999
2022-05-18,152.429993
2022-05-19,151.720001
2022-05-20,151.009995
2022-05-23,148.029999
2022-05-24,149.110001
2022-05-25,151.960007
2022-05-26,150.570007
2022-05-27,150
2022-05-31,147.369995
2022-06-01,146.020004
2022-06-02,146.75
2022-06-03,147.169998
2022-06-06,146.529999
2022-06-07,149.139999
2022-06-08,149.25
2022-06-09,145.429993
2022-06-10,143.199997
2022-06-13,139.419998
2022-06-14,137.619995
2022-06-15,138.089996
2022-06-16,139.149994
2022-06-17,138.279999
2022-06-21,143.470001
2022-06-22,147.559998
2022-06-23,149.449997
2022-06-24,152.339996
2022-06-27,153.139999
2022-06-28,152.490005
2022-06-29,154.139999
2022-06-30,153.160004
2022-07-01,153.800003
2022-07-05,153.929993
2022-07-06,152.529999
2022-07-07,152
2022-07-08,152.850006
2022-07-11,153.229996
2022-07-12,152.460007
2022-07-13,152.149994
2022-07-14,150.440002
2022-07-15,153.619995
2022-07-18,149.570007
2022-07-19,149.740005
2022-07-20,147.690002
2022-07-21,147.75
2022-07-22,148.470001
2022-07-25,150.220001
2022-07-26,150.869995
2022-07-27,151.149994
2022-07-28,149.75
2022-07-29,143.509995
2022-08-01,140.220001
2022-08-02,140.389999
2022-08-03,141.199997
2022-08-04,138.919998
2022-08-05,138.039993
2022-08-08,140.339996
2022-08-09,140.25
2022-08-10,140.940002
2022-08-11,142.080002
2022-08-12,142.600006
2022-08-15,142.289993
2022-08-16,142.550003
2022-08-17,141.440002
2022-08-18,141.289993
2022-08-19,141.850006
2022-08-22,140.339996
2022-08-23,139.020004
2022-08-24,137.910004
2022-08-25,139.330002
2022-08-26,136.350006
2022-08-29,135.710007
2022-08-30,135.550003
2022-08-31,134.460007
2022-09-01,138.449997
2022-09-02,136.279999
2022-09-06,137.589996
2022-09-07,138.710007
2022-09-08,140.520004
2022-09-09,141.419998
2022-09-12,142.240005
2022-09-13,138.529999
2022-09-14,139.550003
2022-09-15,142.509995
2022-09-16,144.059998
2022-09-19,142.660004
2022-09-20,141.770004
2022-09-21,140.309998
2022-09-22,143.009995
2022-09-23,143.059998
2022-09-26,141.210007
2022-09-27,141.720001
2022-09-28,144.600006
2022-09-29,142.720001
2022-09-30,134.210007
2022-10-03,138.320007
2022-10-04,141.990005
2022-10-05,143.330002
2022-10-06,140.289993
2022-10-07,138.759995
2022-10-10,138.309998
2022-10-11,141.509995
