date,close
2022-06-15,84.629997
2022-06-16,84.889999
2022-06-17,84.620003
2022-06-21,88.029999
2022-06-22,89.160004
2022-06-23,92
2022-06-24,93.129997
2022-06-27,94.410004
2022-06-28,91.889999
2022-06-29,92.510002
2022-06-30,91.169998
2022-07-01,92.419998
2022-07-05,92.639999
2022-07-06,93.129997
2022-07-07,93.010002
2022-07-08,92.779999
2022-07-11,94.300003
2022-07-12,93.599998
2022-07-13,93.769997
2022-07-14,93.879997
2022-07-15,94.959999
2022-07-18,92.339996
2022-07-19,92.360001
2022-07-20,89.650002
2022-07-21,90.139999
2022-07-22,90.110001
2022-07-25,90.529999
2022-07-26,91.290001
2022-07-27,91.230003
2022-07-28,89.940002
2022-07-29,89.339996
2022-08-01,88.529999
2022-08-02,87.610001
2022-08-03,87.620003
2022-08-04,86.82
2022-08-05,87.410004
2022-08-08,88.489998
2022-08-09,89.519997
2022-08-10,89.190002
2022-08-11,88.93
2022-08-12,91.019997
2022-08-15,90.599998
2022-08-16,90.589996
2022-08-17,91.040001
2022-08-18,91.400002
2022-08-19,92.080002
2022-08-22,91.160004
2022-08-23,90.199997
2022-08-24,90.010002
2022-08-25,90.269997
2022-08-26,89.260002
2022-08-29,87.589996
2022-08-30,86.879997
2022-08-31,85.360001
2022-09-01,87.150002
2022-09-02,86.230003
2022-09-06,86.419998
2022-09-07,86.870003
2022-09-08,87.419998
2022-09-09,87.339996
2022-09-12,88.160004
2022-09-13,86.279999
2022-09-14,86.949997
2022-09-15,86.75
2022-09-16,87.720001
2022-09-19,86.639999
2022-09-20,86
2022-09-21,84.529999
2022-09-22,87.510002
2022-09-23,86.779999
2022-09-26,86.18
2022-09-27,85.839996
2022-09-28,86.779999
2022-09-29,86.639999
2022-09-30,86.120003
2022-10-03,87.550003
2022-10-04,88.389999
2022-10-05,88.389999
2022-10-06,87.440002
2022-10-07,87.599998
2022-10-10,90.480003
2022-10-11,91.050003
